brand,model,ram_gb,storage_gb,condition,battery_health,age_years,original_price,resale_price
OnePlus,OnePlus Nord 3 5G,8,128,Fair,91,4,30999,10155
OnePlus,OnePlus Nord N30 SE 5G,4,128,Poor,88,3,13999,3880
Vivo,Vivo X100 5G,12,256,Poor,52,4,63999,8985
OnePlus,OnePlus 11 5G,8,128,Fair,87,4,56999,17852
Apple,iPhone 15 Pro,8,128,Poor,52,4,134900,18939
Vivo,Vivo Y200 5G,8,128,Good,98,3,21999,11318
Oppo,OPPO Reno 10 Pro 5G,12,256,Poor,80,1,39999,12959
Motorola,Motorola Edge 30 Ultra,12,256,Poor,97,2,49999,17459
Oppo,OPPO F21 Pro 5G,8,128,Like New,97,1,24999,19641
Vivo,Vivo Y17s,4,128,Fair,63,1,10499,3571
Samsung,Galaxy A14 5G,6,128,Good,56,2,13499,4535
iQOO,iQOO Z7 5G,6,128,Like New,61,3,14999,5764
Samsung,Galaxy A15 5G,6,128,Good,77,1,14499,7535
Apple,iPhone 14 Plus,6,128,Good,59,2,74999,26549
Oppo,OPPO F21 Pro,8,128,Fair,86,4,22999,7120
Realme,Realme Narzo 10,4,128,Good,98,4,9999,4409
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,83,4,17999,6722
Motorola,Motorola Edge 40,8,128,Poor,62,3,26999,5272
iQOO,iQOO Z7 Pro 5G,8,128,Fair,50,4,23999,4319
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,56,3,26999,7937
Apple,iPhone 14 Plus,6,128,Like New,66,3,74999,31184
Realme,Realme C51,4,64,Like New,66,4,7999,2850
Apple,iPhone 15 Pro,8,128,Like New,65,1,134900,71024
Motorola,Motorola E14 (expected),4,64,Good,55,3,7999,2309
Realme,Realme Narzo 60 5G,8,128,Fair,52,4,17999,3369
Vivo,Vivo Y17s,4,128,Good,87,1,10499,6165
Samsung,Galaxy A23 5G,6,128,Fair,98,4,18999,6702
Motorola,Motorola G24,4,128,Like New,89,4,8499,4084
OnePlus,OnePlus Nord 3 5G,8,128,Like New,72,2,30999,16069
OnePlus,OnePlus Open (Foldable),16,512,Like New,88,3,139999,77615
Apple,iPhone 14 Pro Max (1TB),6,1024,Fair,100,2,169900,81552
Infinix,Zero 30 (4G),8,256,Like New,64,1,13999,7257
Oppo,OPPO A59 5G,4,128,Poor,59,3,12999,2415
Apple,iPhone 12,4,64,Like New,66,2,49999,23759
Infinix,Smart 7,4,64,Fair,70,1,7299,2759
Realme,Realme Narzo 60 5G,8,128,Fair,66,3,17999,4989
Redmi,Redmi Note 13 5G,6,128,Fair,62,1,16999,5691
iQOO,iQOO Z9 5G,8,128,Good,78,1,19999,10529
iQOO,iQOO 12 5G,12,256,Like New,95,3,52999,31719
Realme,Realme Narzo 50,6,128,Good,75,4,11999,4049
Apple,iPhone 13 Mini,4,128,Poor,63,4,52999,9015
Vivo,Vivo Y18e,4,64,Fair,65,1,7999,2807
Apple,iPhone 14 Pro Max (1TB),6,1024,Like New,70,2,169900,85629
Redmi,Xiaomi 14 Civi,8,256,Good,53,3,42999,11964
Realme,Realme C33,4,64,Fair,53,2,8499,2162
Realme,Realme 11x 5G,6,128,Fair,54,3,12999,2948
Apple,iPhone 15,6,128,Good,98,2,79900,46981
iQOO,iQOO Z9 5G,8,128,Fair,83,3,19999,6971
Redmi,Redmi A3,3,64,Good,96,3,6999,3527
Redmi,Redmi Note 13 4G,6,128,Like New,50,2,14499,5219
Realme,Realme C51,4,64,Like New,58,2,7999,3340
iQOO,iQOO Neo 9 Pro,8,128,Poor,95,3,35999,10772
iQOO,iQOO Z7 5G,6,128,Like New,77,4,14999,6236
iQOO,iQOO Z7 5G,6,128,Good,59,2,14999,5309
Motorola,Motorola Edge 50 Pro,8,256,Poor,87,1,31999,11274
OnePlus,OnePlus 12R,8,128,Fair,79,1,39999,17063
Motorola,Motorola G64 5G,6,128,Good,50,3,13999,3674
iQOO,iQOO 12 5G,12,256,Poor,66,2,52999,12592
iQOO,iQOO Z9x 5G,4,128,Poor,100,4,12999,3509
Redmi,Redmi Note 13 Pro 5G,8,128,Poor,52,3,25999,4258
iQOO,iQOO 12 5G,12,256,Like New,79,1,52999,33914
Oppo,OPPO Find N3 Flip,12,256,Like New,96,4,94999,49247
Vivo,Vivo V30 5G,8,128,Good,85,4,33999,13004
Oppo,OPPO A38,4,128,Fair,94,3,9499,3750
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Fair,85,2,39900,16279
Oppo,OPPO A18,4,64,Fair,64,1,8999,3110
Motorola,Motorola Edge 40,8,128,Good,51,2,26999,8261
iQOO,iQOO 12 5G,12,256,Good,53,3,52999,14746
iQOO,iQOO Neo 9 Pro,8,128,Like New,53,2,35999,13737
Vivo,Vivo Y28 5G,4,128,Fair,84,4,13999,4233
Realme,Realme 3i,4,64,Good,53,2,12000,3816
Motorola,Motorola G13,4,64,Fair,58,3,7999,1948
Motorola,Motorola E13,2,64,Good,85,3,6499,2900
Samsung,Galaxy A55 5G,8,256,Poor,83,3,39999,10457
Infinix,Hot 40i,8,128,Like New,55,1,8499,3786
iQOO,iQOO Z7 Pro 5G,8,128,Poor,73,4,23999,4730
Samsung,Galaxy M04,4,64,Good,56,4,7999,2015
iQOO,iQOO Z9x 5G,4,128,Good,77,2,12999,6005
Infinix,Zero X Pro,8,128,Like New,71,3,21999,9840
Apple,iPhone 12 Mini,4,64,Good,93,2,42999,23993
Redmi,Xiaomi 14 Civi,8,256,Poor,79,2,42999,12228
iQOO,iQOO Z7 5G,6,128,Poor,79,1,14999,4798
Apple,iPhone 13 Mini,4,128,Fair,84,1,52999,24040
Apple,iPhone 14,6,128,Fair,51,4,69999,12851
OnePlus,OnePlus 12,12,256,Good,58,1,64999,25447
OnePlus,OnePlus 12R,8,128,Like New,54,1,39999,17495
Redmi,Redmi A3,3,64,Fair,54,3,6999,1587
Infinix,Zero X Pro,8,128,Good,51,2,21999,6731
Redmi,Xiaomi 14 Ultra,12,512,Good,83,2,99999,49799
iQOO,iQOO Neo 9 Pro,8,128,Fair,65,3,35999,9827
OnePlus,OnePlus Nord CE 3 5G,8,128,Like New,70,1,26999,15308
Motorola,Motorola Edge 50 Fusion,8,128,Like New,82,1,22999,15275
OnePlus,OnePlus 12R,8,128,Good,85,4,39999,15299
Samsung,Galaxy S24,8,256,Fair,79,4,79999,22751
Realme,Realme Narzo 60 Pro 5G,12,256,Like New,78,4,23999,10108
OnePlus,OnePlus 10R 5G,8,128,Good,74,2,32999,14651
Vivo,Vivo Y16,3,64,Good,100,3,8999,4724
Vivo,Vivo Y200e 5G,6,128,Like New,77,1,17999,11225
Redmi,Xiaomi 14 Ultra,12,512,Fair,74,4,99999,26639
Vivo,Vivo V30 Pro 5G,8,256,Good,52,4,41999,9827
Infinix,Hot 20 5G,4,64,Like New,88,2,11499,7285
Samsung,Galaxy M13,4,64,Like New,92,4,9499,4719
Oppo,OPPO A77s,6,128,Like New,50,4,12499,3374
OnePlus,OnePlus Nord CE 4 5G,8,128,Fair,95,2,24999,11399
Oppo,OPPO A58 5G,6,128,Poor,96,3,13999,4233
Apple,iPhone 15,6,128,Like New,51,2,79900,29339
Motorola,Motorola G62 5G,6,128,Like New,56,3,11999,4233
Redmi,POCO X6 Pro 5G,8,256,Poor,95,2,26999,9233
Realme,Realme 10,8,128,Like New,80,1,12999,8423
OnePlus,OnePlus 12,12,256,Poor,96,3,64999,19655
Realme,Realme Narzo 10,4,128,Good,95,1,9999,6411
Motorola,Motorola G54 5G,8,128,Like New,100,4,12999,7019
Vivo,Vivo Y17s,4,128,Poor,69,4,10499,1955
Apple,iPhone 15 Pro Max,8,256,Good,60,1,159900,64759
Vivo,Vivo T3 5G,8,128,Fair,71,4,17999,4600
Oppo,OPPO A38,4,128,Fair,81,2,9499,3693
Oppo,OPPO Reno 11 Pro 5G,12,256,Like New,65,2,39999,18719
Oppo,OPPO Reno 11 5G,8,128,Fair,91,3,27999,10701
iQOO,iQOO Z9 5G,8,128,Poor,100,1,19999,8099
Samsung,Galaxy F14 5G,4,128,Like New,76,4,10999,4513
Samsung,Galaxy F15 5G,6,128,Like New,92,3,12999,7534
Motorola,Motorola E14 (expected),4,64,Good,69,4,7999,2483
Apple,iPhone 14 (256GB),6,256,Like New,61,4,79999,26351
Redmi,POCO X6 5G,8,256,Good,91,3,21999,10510
Motorola,Motorola G85 5G,8,128,Like New,79,4,17999,7678
Motorola,Motorola Razr 40,8,256,Poor,97,4,59999,15713
Apple,iPhone 15 Pro (512GB),8,512,Like New,58,1,149900,70423
OnePlus,OnePlus 12R,8,128,Good,52,1,39999,14039
Realme,Realme Narzo N53,6,128,Poor,66,4,10999,1960
OnePlus,OnePlus 12,12,256,Poor,55,2,64999,12869
Oppo,OPPO F21 Pro 5G,8,128,Poor,56,4,24999,3779
iQOO,iQOO Z9 5G,8,128,Fair,73,1,19999,7883
Realme,Realme Narzo 30,6,64,Poor,82,2,10999,3246
Oppo,OPPO Reno 11 Pro 5G,12,256,Like New,84,2,39999,24191
Samsung,Galaxy Z Fold 5,12,256,Good,91,3,154999,74050
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Like New,71,3,54999,24601
Samsung,Galaxy F15 5G,6,128,Like New,52,2,12999,4866
Apple,iPhone 12 (128GB),4,128,Poor,65,2,54999,12869
Vivo,Vivo Y17s,4,128,Good,85,1,10499,6023
Samsung,Galaxy A15 5G,6,128,Good,75,4,14499,4893
iQOO,iQOO Z7 Pro 5G,8,128,Fair,78,3,23999,7862
Motorola,Motorola G54 5G,8,128,Good,79,4,12999,4621
Motorola,Motorola Razr 40,8,256,Fair,72,1,59999,23327
Apple,iPhone 14 Pro,6,128,Good,98,2,117999,69383
Realme,Realme 11x 5G,6,128,Poor,77,3,12999,3152
Realme,Realme Narzo 50,6,128,Poor,79,2,11999,3412
Oppo,OPPO A77s,6,128,Poor,86,1,12499,4353
Apple,iPhone 15 Pro,8,128,Good,73,2,134900,59086
Oppo,OPPO F21 Pro,8,128,Good,100,2,22999,13799
OnePlus,OnePlus Nord CE 3 5G,8,128,Like New,94,3,26999,15988
iQOO,iQOO Z9 5G,8,128,Like New,52,2,19999,7487
Infinix,Note 11S,6,128,Like New,76,3,10999,5266
Infinix,Zero 30 5G,8,128,Like New,89,1,17999,12975
Infinix,Smart 8 HD,2,64,Good,62,2,5999,2231
OnePlus,OnePlus 11R 5G,8,128,Like New,95,2,37999,25991
Oppo,OPPO K10 5G,8,128,Poor,63,1,14999,3826
Apple,iPhone 14 Pro,6,128,Like New,87,3,117999,64675
Vivo,Vivo Y18,4,64,Poor,89,4,8999,2162
Samsung,Galaxy A23 5G,6,128,Fair,95,4,18999,6497
iQOO,iQOO 12 5G,12,256,Fair,55,1,52999,15740
Apple,iPhone 13,4,128,Poor,83,4,59900,13423
Infinix,Zero 30 5G,8,128,Good,77,3,17999,7276
Oppo,OPPO A58 5G,6,128,Like New,65,1,13999,7370
Vivo,Vivo Y200 5G,8,128,Poor,65,2,21999,5147
Vivo,Vivo X100 5G,12,256,Good,78,4,63999,22463
Apple,iPhone 15 Pro (512GB),8,512,Like New,95,3,149900,89715
Vivo,Vivo V29 5G,8,128,Fair,97,4,31999,11174
Samsung,Galaxy A55 5G,8,256,Like New,82,2,39999,23615
iQOO,iQOO 12 5G,12,256,Fair,61,3,52999,13578
Redmi,Xiaomi Pad 6 (tablet),8,128,Poor,97,4,26999,7071
Infinix,Zero 5G 2023,8,128,Fair,67,4,14999,3617
Redmi,Redmi K50i 5G,6,128,Fair,85,3,21999,7853
Realme,Realme 3i,4,64,Fair,56,3,12000,2822
Infinix,Note 12 Pro 5G,8,128,Fair,93,2,15999,7141
Motorola,Motorola G73 5G,8,128,Good,54,3,16999,4819
Motorola,Motorola G73 5G,8,128,Good,79,4,16999,6043
Apple,iPhone 12 (128GB),4,128,Like New,67,4,54999,19898
Motorola,Motorola G24,4,128,Poor,100,1,8499,3442
OnePlus,OnePlus 10R 5G,8,128,Like New,95,4,32999,16928
Infinix,GT 20 Pro,8,256,Poor,66,3,24999,5197
Oppo,OPPO A17k,3,64,Poor,50,2,7999,1439
OnePlus,OnePlus Nord 3 5G,8,128,Poor,61,3,30999,5956
Redmi,Redmi Note 13 4G,6,128,Poor,80,4,14499,3131
Realme,Realme Narzo 30,6,64,Poor,83,2,10999,3286
iQOO,iQOO Z9x 5G,4,128,Like New,88,3,12999,7206
OnePlus,OnePlus Nord CE 4 5G,8,128,Good,62,2,24999,9299
Infinix,Smart 8 Plus,4,128,Fair,55,4,7999,1583
OnePlus,OnePlus 11R 5G,8,128,Good,70,1,37999,17954
iQOO,iQOO Neo 9 Pro,8,128,Poor,98,1,35999,14288
Motorola,Motorola G73 5G,8,128,Like New,96,1,16999,13218
Infinix,Note 40 Pro 5G,8,256,Poor,55,3,21999,3811
Infinix,Zero X Pro,8,128,Like New,62,2,21999,9820
iQOO,iQOO Neo 9 Pro,8,128,Poor,85,3,35999,9638
Redmi,Xiaomi 14 Ultra,12,512,Good,70,1,99999,47249
Infinix,Zero 5G 2023,8,128,Like New,94,3,14999,8882
Redmi,Redmi Note 13 4G,6,128,Like New,58,4,14499,4541
Samsung,Galaxy A55 5G,8,256,Like New,58,4,39999,12527
Infinix,Zero Ultra,8,256,Good,70,1,29999,14174
iQOO,iQOO Z7 Pro 5G,8,128,Poor,63,4,23999,4082
Realme,Realme 11x 5G,6,128,Fair,61,1,12999,4281
iQOO,iQOO Z9x 5G,4,128,Fair,87,2,12999,5428
Oppo,OPPO Reno 11 5G,8,128,Fair,63,3,27999,7408
Redmi,Redmi 12 5G,4,128,Fair,57,1,11999,3693
Samsung,Galaxy S24,8,256,Fair,91,2,79999,34943
Oppo,OPPO A58 5G,6,128,Good,50,3,13999,3674
Apple,iPhone 15 Pro,8,128,Like New,68,3,134900,57791
Infinix,Note 30 5G,8,128,Like New,52,3,13999,4586
Redmi,Redmi 13C,4,128,Good,52,4,8499,1988
OnePlus,OnePlus 11 5G,8,128,Like New,94,4,56999,28932
Realme,Realme Narzo 50i Prime,3,32,Good,55,3,7499,2165
Apple,iPhone 13 (256GB),4,256,Like New,91,3,69900,40073
Motorola,Motorola G13,4,64,Good,71,3,7999,2981
Motorola,Motorola E13,2,64,Poor,58,1,6499,1526
Vivo,Vivo Y200 5G,8,128,Poor,64,2,21999,5068
Infinix,Zero Ultra,8,256,Like New,77,4,29999,12473
Realme,Realme Narzo 60 5G,8,128,Fair,93,4,17999,6026
OnePlus,OnePlus Open (Foldable),16,512,Good,87,1,139999,82214
Samsung,Galaxy M13,4,64,Poor,50,3,9499,1496
Realme,Realme Narzo 50,6,128,Fair,75,1,11999,4859
OnePlus,OnePlus Open (Foldable),16,512,Like New,98,3,139999,86435
Realme,Realme Narzo 30,6,64,Good,81,2,10999,5345
Oppo,OPPO A38,4,128,Poor,51,3,9499,1526
OnePlus,OnePlus 10R 5G,8,128,Fair,95,3,32999,13166
Realme,Realme C55,6,64,Poor,100,1,9999,4049
Apple,iPhone 15 Pro,8,128,Poor,87,2,134900,42250
Samsung,Galaxy S23 FE,8,128,Like New,57,3,44999,16159
Oppo,OPPO A78 5G,8,128,Poor,59,1,14999,3584
Redmi,POCO X5 Pro 5G,6,128,Good,80,4,20999,7559
Motorola,Motorola G24,4,128,Fair,79,3,8499,2819
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Fair,50,2,39900,9576
Motorola,Motorola G24 Power,4,128,Poor,57,3,8999,1615
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,56,2,31999,10751
Redmi,Redmi Note 13 5G,6,128,Good,94,3,16999,8389
Vivo,Vivo T3 5G,8,128,Good,57,2,17999,6155
Redmi,POCO X6 Pro 5G,8,256,Fair,96,1,26999,13996
Apple,iPhone 13,4,128,Fair,77,3,59900,19371
iQOO,iQOO Neo 9 Pro,8,128,Like New,55,2,35999,14255
Oppo,OPPO Find N3 Flip,12,256,Poor,67,3,94999,20049
Apple,iPhone 11,4,64,Good,72,3,39999,15119
iQOO,iQOO Z9x 5G,4,128,Poor,87,3,12999,3562
Motorola,Motorola G32,4,64,Like New,67,2,9999,4823
Oppo,OPPO F25 Pro 5G,8,128,Poor,64,4,23999,4147
Samsung,Galaxy Z Fold 5,12,256,Fair,94,4,154999,52451
Redmi,POCO X5 Pro 5G,6,128,Poor,79,4,20999,4479
OnePlus,OnePlus Nord 3 5G,8,128,Poor,90,2,30999,10043
Realme,Realme 3i,4,64,Good,66,3,12000,4158
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Good,68,4,39900,12209
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Like New,70,2,54999,27719
Motorola,Motorola E14 (expected),4,64,Good,100,2,7999,4799
Samsung,Galaxy A05s,6,128,Fair,56,3,11999,2822
Vivo,Vivo T3 5G,8,128,Poor,77,4,17999,3741
Samsung,Galaxy Z Fold 5,12,256,Like New,90,2,154999,100439
Infinix,Hot 30i,4,128,Like New,65,4,8499,2983
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,98,2,17999,12700
Apple,iPhone 14 Pro,6,128,Like New,81,1,117999,77419
OnePlus,OnePlus Open (Foldable),16,512,Good,76,3,139999,55859
Vivo,Vivo Y200e 5G,6,128,Poor,69,3,17999,3912
Oppo,OPPO Reno 10 Pro 5G,12,256,Poor,85,4,39999,9179
Vivo,Vivo Y16,3,64,Good,70,3,8999,3307
Samsung,Galaxy A04e,3,32,Fair,92,2,6499,2869
OnePlus,OnePlus 12R,8,128,Like New,100,1,39999,32399
Vivo,Vivo Y16,3,64,Like New,70,3,8999,3968
iQOO,iQOO 12 5G,12,256,Like New,89,3,52999,29716
iQOO,iQOO 12 5G,12,256,Fair,87,4,52999,16599
Infinix,Zero X Pro,8,128,Good,97,3,21999,11202
Vivo,Vivo Y17s,4,128,Fair,54,2,10499,2721
OnePlus,OnePlus 10R 5G,8,128,Poor,80,1,32999,10691
Infinix,Note 40 5G,8,128,Fair,68,1,16999,6242
OnePlus,OnePlus 11 5G,8,128,Poor,93,4,56999,14312
iQOO,iQOO Z9x 5G,4,128,Poor,79,1,12999,4159
Redmi,Redmi Note 13 Pro 5G,8,128,Poor,64,3,25999,5241
Vivo,Vivo Y200 5G,8,128,Fair,72,3,21999,6652
Realme,Realme 10,8,128,Good,83,2,12999,6473
Realme,Realme Narzo 60 Pro 5G,12,256,Good,57,4,23999,6155
Apple,iPhone 15 Pro,8,128,Fair,64,4,134900,31080
OnePlus,OnePlus Open (Foldable),16,512,Fair,92,4,139999,46367
Realme,Realme C53,6,128,Like New,78,2,10999,6177
Redmi,POCO C65,4,128,Poor,58,4,7499,1174
Vivo,Vivo V30 5G,8,128,Good,74,3,33999,13208
Oppo,OPPO A18,4,64,Good,56,4,8999,2267
iQOO,iQOO Neo 9 Pro,8,128,Good,59,1,35999,14336
Oppo,OPPO A38,4,128,Good,71,3,9499,3540
Infinix,Smart 7,4,64,Good,73,1,7299,3596
Motorola,Motorola Edge 50 Pro,8,256,Good,63,3,31999,10583
Samsung,Galaxy Z Fold 5,12,256,Poor,89,3,154999,43453
Realme,Realme Narzo 50i Prime,3,32,Fair,64,4,7499,1727
iQOO,iQOO Neo 9 Pro,8,128,Poor,75,2,35999,9719
OnePlus,OnePlus Open (Foldable),16,512,Poor,79,2,139999,39815
OnePlus,OnePlus 10R 5G,8,128,Fair,92,2,32999,14572
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,50,1,17999,7289
Redmi,Redmi 13C 5G,4,128,Poor,52,1,9999,2105
Infinix,Hot 30,4,64,Fair,86,1,9499,4411
Vivo,Vivo T3 5G,8,128,Fair,98,2,17999,8466
Redmi,Redmi K50i 5G,6,128,Poor,75,4,21999,4454
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Good,88,1,54999,32669
Samsung,Galaxy A04e,3,32,Like New,60,2,6499,2807
Infinix,Zero 30 (4G),8,256,Good,77,3,13999,5659
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,62,2,13999,5207
Oppo,OPPO A59 5G,4,128,Fair,90,3,12999,4913
Infinix,Zero 30 (4G),8,256,Fair,58,2,13999,3897
Realme,Realme Narzo 60 5G,8,128,Good,74,3,17999,6992
Apple,iPhone 13,4,128,Good,77,3,59900,24214
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Like New,64,1,39900,20684
Redmi,Redmi Note 13 5G,6,128,Good,91,2,16999,9281
Vivo,Vivo Y200e 5G,6,128,Good,87,1,17999,10569
Vivo,Vivo X100 Pro 5G,16,512,Fair,88,2,89999,38015
Infinix,Zero 30 5G,8,128,Poor,51,2,17999,3304
Apple,iPhone 15 Plus,6,128,Like New,67,3,89900,37946
Vivo,Vivo Y27 5G,6,128,Fair,56,1,12999,3930
Vivo,Vivo Y18,4,64,Fair,82,3,8999,3099
Apple,iPhone 15 Pro,8,128,Fair,77,3,134900,43626
Samsung,Galaxy S24+,12,256,Fair,95,3,99999,39899
Apple,iPhone 13 (256GB),4,256,Good,92,4,69900,28938
Motorola,Motorola G13,4,64,Like New,52,2,7999,2994
Realme,Realme 11 5G,8,128,Fair,66,3,14999,4157
Motorola,Motorola E14 (expected),4,64,Good,61,4,7999,2195
iQOO,iQOO Z7 5G,6,128,Poor,72,2,14999,3887
OnePlus,OnePlus 12R,8,128,Good,58,2,39999,13919
Oppo,OPPO Reno 10 5G,8,256,Like New,56,4,32999,9978
Samsung,Galaxy M14 5G,6,128,Good,65,3,12499,4265
OnePlus,OnePlus 10R 5G,8,128,Fair,95,1,32999,16928
Redmi,Redmi K50i 5G,6,128,Like New,58,1,21999,10335
Motorola,Motorola G73 5G,8,128,Good,74,4,16999,5660
Apple,iPhone 14,6,128,Good,98,1,69999,46304
Apple,iPhone 14 Pro,6,128,Poor,53,1,117999,25328
Apple,iPhone 12 (128GB),4,128,Poor,60,2,54999,11879
Apple,iPhone 13 (256GB),4,256,Poor,98,2,69900,24660
Redmi,Redmi 13C 5G,4,128,Poor,56,4,9999,1511
Realme,Realme Narzo N53,6,128,Fair,60,4,10999,2375
Apple,iPhone 14 (256GB),6,256,Fair,78,1,79999,33695
OnePlus,OnePlus Nord CE 3 5G,8,128,Poor,60,1,26999,6560
Oppo,OPPO F23 5G,8,256,Poor,56,3,22999,4057
Vivo,Vivo Y17s,4,128,Fair,53,1,10499,3004
Motorola,Motorola G13,4,64,Poor,95,4,7999,2051
iQOO,iQOO Z7 Pro 5G,8,128,Poor,61,3,23999,4611
iQOO,iQOO Z9 5G,8,128,Like New,96,3,19999,12095
Samsung,Galaxy A04,4,64,Like New,95,1,7499,5770
Apple,iPhone 14 Plus,6,128,Like New,96,1,74999,58319
iQOO,iQOO Z9 5G,8,128,Like New,60,1,19999,9719
iQOO,iQOO Neo 9 Pro,8,128,Poor,65,4,35999,6317
Vivo,Vivo Y18e,4,64,Poor,70,2,7999,2015
Redmi,Redmi K50i 5G,6,128,Fair,72,4,21999,5702
Infinix,Hot 30,4,64,Good,63,3,9499,3141
OnePlus,OnePlus Nord 3 5G,8,128,Good,98,1,30999,20505
Redmi,Redmi Note 13 Pro+ 5G,8,256,Poor,62,3,31999,6249
Infinix,Hot 30,4,64,Good,94,4,9499,4018
Vivo,Vivo V30 5G,8,128,Poor,74,1,33999,10189
Vivo,Vivo Y200e 5G,6,128,Like New,95,1,17999,13850
Apple,iPhone 15 Plus,6,128,Poor,88,3,89900,24920
Infinix,GT 20 Pro,8,256,Good,51,2,24999,7649
OnePlus,OnePlus Nord 3 5G,8,128,Good,90,4,30999,12554
Motorola,Motorola Edge 40,8,128,Good,86,3,26999,12190
iQOO,iQOO Z9 5G,8,128,Fair,55,4,19999,3959
Realme,Realme C53,6,128,Good,67,1,10999,4974
Infinix,Smart 8 Plus,4,128,Good,79,2,7999,3791
Samsung,Galaxy S24,8,256,Good,79,3,79999,33179
iQOO,iQOO Neo 9 Pro,8,128,Poor,64,4,35999,6220
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,60,3,17999,5669
Infinix,Note 40 5G,8,128,Poor,100,2,16999,6119
Samsung,Galaxy M14 5G,6,128,Poor,76,4,12499,2564
Motorola,Motorola G54 5G,8,128,Poor,89,1,12999,4685
Vivo,Vivo X100 5G,12,256,Like New,89,4,63999,30757
Oppo,OPPO A18,4,64,Poor,85,4,8999,2065
iQOO,iQOO Neo 9 Pro,8,128,Fair,61,4,35999,7905
Infinix,Smart 8 Plus,4,128,Poor,71,1,7999,2300
Infinix,Zero 30 (4G),8,256,Like New,89,2,13999,8970
Infinix,Smart 8 HD,2,64,Fair,73,4,5999,1576
Motorola,Motorola G24 Power,4,128,Fair,86,2,8999,3714
Motorola,Motorola Razr 40,8,256,Poor,86,2,59999,18575
Oppo,OPPO F21 Pro 5G,8,128,Like New,53,4,24999,7154
OnePlus,OnePlus 12R,8,128,Like New,62,1,39999,20087
Realme,Realme 11 5G,8,128,Good,52,1,14999,5264
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Fair,99,1,39900,21330
Redmi,Redmi K50i 5G,6,128,Good,60,4,21999,5939
iQOO,iQOO 12 5G,12,256,Like New,71,4,52999,20319
Realme,Realme C55,6,64,Poor,92,4,9999,2483
Apple,iPhone 14 Pro,6,128,Poor,55,2,117999,23363
Oppo,OPPO A78 5G,8,128,Like New,50,3,14999,4724
Infinix,Smart 8 HD,2,64,Fair,65,3,5999,1637
Realme,Realme C55,6,64,Fair,86,2,9999,4127
Apple,iPhone 14 (256GB),6,256,Like New,51,2,79999,29375
Vivo,Vivo Y27 5G,6,128,Fair,62,2,12999,3868
Samsung,Galaxy F14 5G,4,128,Poor,93,4,10999,2761
Samsung,Galaxy S23 FE,8,128,Fair,100,4,44999,16199
Oppo,OPPO F21 Pro 5G,8,128,Poor,62,1,24999,6277
Motorola,Motorola G64 5G,6,128,Good,61,3,13999,4483
Apple,iPhone 13 (256GB),4,256,Good,60,4,69900,18873
iQOO,iQOO 12 5G,12,256,Like New,81,1,52999,34772
Oppo,OPPO F23 5G,8,256,Like New,51,4,22999,6333
iQOO,iQOO 12 5G,12,256,Good,57,3,52999,15859
Apple,iPhone 13 Mini,4,128,Like New,81,3,52999,27045
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,76,4,31999,10943
Oppo,OPPO A17k,3,64,Poor,74,3,7999,1864
Oppo,OPPO A58 5G,6,128,Good,86,3,13999,6320
Realme,Realme Narzo 60x 5G,6,128,Like New,56,4,12999,3930
Apple,iPhone 13,4,128,Fair,82,3,59900,20629
Apple,iPhone 14,6,128,Good,56,3,69999,20579
iQOO,iQOO Z9x 5G,4,128,Poor,57,1,12999,3000
Apple,iPhone 14 Pro Max (1TB),6,1024,Poor,64,2,169900,39144
OnePlus,OnePlus 10R 5G,8,128,Fair,80,1,32999,14255
Apple,iPhone 14 Pro Max,6,256,Good,88,1,127999,76031
Motorola,Motorola E14 (expected),4,64,Like New,87,2,7999,5010
Redmi,POCO M6 Pro 5G,4,128,Fair,76,4,10999,3009
Oppo,OPPO A79 5G,8,128,Fair,96,2,17999,8293
Infinix,GT 20 Pro,8,256,Good,97,3,24999,12730
Oppo,OPPO Reno 10 Pro 5G,12,256,Fair,99,4,39999,14255
iQOO,iQOO 12 5G,12,256,Poor,50,1,52999,10732
Redmi,Redmi 12,4,128,Like New,60,2,9999,4319
iQOO,iQOO Z7 Pro 5G,8,128,Good,80,2,23999,11519
Oppo,OPPO F25 Pro 5G,8,128,Like New,64,4,23999,8294
Redmi,Redmi 13C,4,128,Fair,83,4,8499,2539
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,79,3,17999,7465
Oppo,OPPO K10 5G,8,128,Poor,64,2,14999,3455
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,78,2,17999,6738
